Name		Hmag		Eclipse depth (ppm)		SNR		Period		Mass		logg		Eq Temp
WASP-173		10.00		1355		11.0		1.39		3.69		4.15		2187
KELT-02		7.35		398		11.0		4.11		1.52		3.12		2037
HAT-P-07		9.33		975		10.8		2.21		1.87		2.99		2636
HAT-P-36		10.60		1706		10.5		1.33		1.85		3.30		2128
KELT-18		9.21		887		10.4		2.87		1.18		2.47		2477
HAT-P-41		9.73		1132		10.4		2.69		0.80		1.94		2303
WASP-054		9.04		803		10.2		3.69		0.64		1.75		2186
WASP-094		8.87		736		10.1		3.95		0.45		1.33		1920
K2-237		10.22		1362		10.0		2.18		1.23		2.52		2158
WASP-100		9.67		1037		9.8		2.85		2.03		2.87		2618
HATS-24		11.38		2262		9.8		1.35		2.44		3.31		2469
HAT-P-30		9.15		814		9.8		2.81		0.71		2.28		1957
WASP-093		9.94		1162		9.7		2.73		1.47		2.66		2311
HAT-P-23		10.79		1673		9.5		1.21		2.07		3.53		2321
WASP-097		9.03		734		9.4		2.07		1.32		3.24		1842
WASP-085		8.73		640		9.4		2.66		1.26		3.02		1596
WASP-079		9.06		745		9.4		3.66		0.86		2.21		2041
HAT-P-13		8.97		683		9.0		2.92		0.91		2.32		2052
HD_149026		6.82		252		8.9		2.88		0.37		2.62		2107
HAT-P-49		9.35		799		8.8		2.69		1.73		3.07		2530
HAT-P-08		8.95		665		8.8		3.08		1.27		2.90		2061
XO-3		8.79		609		8.7		3.19		11.83		5.24		2056
WASP-135		11.04		1721		8.7		1.40		1.90		3.33		2047
WASP-017		10.22		1176		8.7		3.73		0.48		1.15		2085
Kepler-013		9.43		818		8.7		1.76		6.00		4.32		2594
HAT-P-56		9.83		970		8.5		2.79		2.18		3.22		2188
WASP-078		11.01		1630		8.3		2.17		0.86		1.61		2799
WASP-052		10.09		1060		8.3		1.75		0.43		1.92		1564
HATS-18		12.29		2888		8.2		0.84		1.98		3.31		2444
WASP-101		9.07		642		8.0		3.59		0.50		1.83		1847
HAT-P-22		7.84		346		7.6		3.21		2.19		3.88		1538
WASP-050		9.97		910		7.5		1.96		1.44		3.31		1714
WASP-048		10.37		1092		7.5		2.14		0.91		2.45		2327
WASP-104		9.88		863		7.4		1.75		1.31		3.28		1792
Qatar-1		10.41		1103		7.4		1.42		1.29		3.20		1652
HAT-P-33		10.00		903		7.4		3.48		0.76		1.89		2117
WASP-036		11.29		1624		7.3		1.54		2.36		3.50		2062
WASP-001		10.28		1014		7.3		2.52		0.85		2.26		2172
WASP-007		8.40		423		7.2		4.96		0.98		2.55		1820
WASP-064		10.96		1327		7.0		1.57		1.27		2.97		2012
WASP-035		9.53		694		7.0		3.16		0.72		2.33		1750
WASP-005		10.60		1133		7.0		1.63		1.59		3.35		2085
CoRoT-01		12.15		2310		7.0		1.51		1.03		2.36		2279
XO-6		9.25		601		6.9		3.77		1.90		2.40		1875
WASP-127		8.64		454		6.9		4.18		0.18		0.87		1705
WASP-071		9.32		619		6.9		2.90		2.24		3.26		2479
WASP-123		9.36		620		6.8		2.98		0.90		2.55		1807
WASP-075		10.06		861		6.8		2.48		1.08		2.75		2030
WASP-072		9.62		701		6.8		2.22		1.46		3.11		2619
WASP-024		10.15		897		6.8		2.34		1.11		2.78		2108
HATS-35		11.12		1397		6.8		1.82		1.22		2.65		2418
TrES-2		9.85		762		6.7		2.47		1.21		3.04		1744
Qatar-2		10.62		1088		6.7		1.34		2.47		3.90		1528
HAT-P-06		9.31		603		6.7		3.85		1.06		2.61		2027
55_Cnc_e		4.01		51		6.7		0.74		0.03		3.10		2318
WASP-108		9.80		740		6.6		2.68		0.89		2.60		1903
WASP-013		9.12		540		6.6		4.35		0.51		1.69		1884
TrES-4		10.33		938		6.6		3.55		0.49		1.29		2150
KELT-15		9.85		761		6.6		3.33		1.20		2.55		1950
WASP-046		11.40		1511		6.5		1.43		1.91		3.54		1947
WASP-114		11.07		1284		6.4		1.55		1.77		3.20		2412
WASP-062		8.94		475		6.3		4.41		0.57		1.99		1697
HAT-P-16		9.55		625		6.3		2.78		4.19		4.30		1864
WASP-026		9.69		660		6.2		2.77		1.02		2.84		1963
HAT-P-02		7.60		250		6.2		5.63		8.74		5.03		1801
WASP-145		9.19		513		6.1		1.77		0.89		3.30		1434
WASP-109		10.20		815		6.1		3.32		0.91		2.38		2016
HATS-52		12.11		1972		6.1		1.37		2.24		3.37		2230
WASP-015		9.69		630		5.9		3.75		0.59		2.00		2046
HAT-P-45		10.20		789		5.9		3.13		0.89		2.39		1961
WASP-119		10.55		923		5.8		2.50		1.23		2.74		1863
WASP-002		9.63		595		5.8		2.15		0.88		2.96		1530
HATS-02		11.39		1340		5.8		1.35		1.34		3.20		1873
HAT-P-04		9.77		616		5.6		3.06		0.68		2.24		2072
KELT-10		9.34		501		5.5		4.17		0.68		2.15		1637
HATS-23		12.26		1917		5.5		2.16		1.47		2.35		1969
HAT-P-01		8.86		398		5.5		4.46		0.53		2.01		1574
WASP-120		9.88		625		5.4		3.61		4.85		4.01		2231
WASP-049		9.75		590		5.4		2.78		0.40		1.92		1663
HAT-P-65		11.53		1341		5.4		2.60		0.53		1.30		2296
WASP-016		9.59		536		5.3		3.12		0.83		2.63		1652
NGTS-3		12.81		2362		5.3		1.68		2.38		3.29		2029
WASP-092		11.52		1257		5.1		2.17		0.81		2.24		2236
WASP-031		10.65		847		5.1		3.41		0.48		1.60		1836
EPIC_246911830		11.09		1034		5.1		2.63		1.42		2.68		2361
XO-4		9.41		469		5.0		4.12		1.61		3.14		1953
WASP-142		11.44		1198		5.0		2.05		0.84		2.19		2389
WASP-032		10.16		665		5.0		2.72		3.60		4.16		1857
XO-2		9.31		435		4.9		2.62		0.60		2.66		1606
WASP-081		10.89		900		4.9		2.72		0.73		2.18		1935
HATS-33		10.29		688		4.9		2.55		1.19		2.97		1699
HAT-P-14		8.85		351		4.9		4.63		2.27		3.63		1932
TrES-5		11.59		1225		4.8		1.48		1.79		3.44		1766
NGTS-2		9.80		541		4.8		4.51		0.74		1.98		1931
WASP-090		10.25		647		4.7		3.92		0.63		1.77		2192
WASP-065		10.35		682		4.7		2.31		1.55		3.44		1766
WASP-136		8.81		325		4.6		5.21		1.51		2.98		2072
WASP-118		9.79		516		4.6		4.05		0.52		1.89		2085
HAT-P-40		10.01		561		4.6		4.46		0.61		1.63		2100
WASP-131		8.57		286		4.5		5.32		0.27		1.50		1713
WASP-041		9.68		478		4.5		3.05		0.98		2.86		1478
WASP-034		8.79		318		4.5		4.32		0.59		2.28		1378
HAT-P-47		9.40		419		4.5		4.73		0.21		1.09		1908
HAT-P-05		10.48		667		4.4		2.79		1.06		2.82		1804
WTS-2		13.41		2562		4.3		1.02		1.12		2.70		1826
WASP-069		7.46		162		4.3		3.87		0.26		1.75		1142
WASP-063		9.39		394		4.3		4.38		0.38		1.53		1876
K2-034		10.19		577		4.3		3.00		1.65		3.32		1987
WASP-168		10.44		599		4.0		4.15		0.42		1.53		1598
KPS-1		10.93		753		4.0		1.71		1.09		3.24		1720
WASP-088		10.32		553		3.9		4.95		0.56		1.57		2097
Kepler-017		12.59		1589		3.9		1.49		2.34		3.52		2036
WASP-073		9.03		299		3.8		4.09		1.88		3.54		2119
HATS-03		10.69		648		3.8		3.55		1.07		2.63		1960
HAT-P-50		10.50		583		3.8		3.12		1.35		3.00		2205
CoRoT-11		11.25		821		3.8		2.99		2.34		3.35		2033
XO-1		9.53		368		3.7		3.94		0.92		2.76		1439
WASP-172		10.13		484		3.7		5.48		0.47		1.55		2076
WASP-068		8.95		278		3.7		5.08		0.95		2.73		1769
HATS-26		11.44		882		3.7		3.30		0.65		1.66		2285
HATS-01		10.58		588		3.7		3.45		1.85		3.30		1628
HAT-P-24		10.54		582		3.7		3.35		0.68		2.39		1930
WASP-070		9.58		368		3.6		3.71		0.59		2.38		1635
WASP-066		10.45		538		3.6		4.09		2.32		3.39		2143
HATS-34		12.10		1148		3.6		2.11		0.94		2.43		1716
HAT-P-20		8.60		232		3.6		2.88		7.22		5.14		1146
WASP-153		11.05		690		3.5		3.33		0.39		1.39		2036
WASP-133		11.18		731		3.5		2.18		1.16		2.98		2112
WASP-099		8.09		180		3.5		5.75		2.78		4.04		1747
Qatar-4		11.52		860		3.5		1.80		6.10		4.77		1647
HAT-P-53		12.10		1145		3.5		1.96		1.48		3.05		2113
HAT-P-39		11.16		739		3.5		3.54		0.60		1.79		2054
WASP-020		9.39		319		3.4		4.90		0.38		1.74		1501
WASP-102		11.11		672		3.3		2.71		0.62		2.28		1962
WASP-028		10.73		568		3.3		3.41		0.89		2.70		1727
TrES-1		9.82		370		3.3		3.03		0.76		2.75		1364
HATS-51		10.87		601		3.3		3.35		0.77		2.26		1840
WASP-038		8.00		156		3.2		6.87		2.69		4.02		1484
WASP-022		10.32		459		3.2		3.53		0.62		2.36		1787
WASP-006		10.32		461		3.2		3.36		0.48		2.07		1408
K2-029		10.06		408		3.2		3.26		0.73		2.55		1388
HAT-P-66		11.68		843		3.2		2.97		0.78		2.04		2260
HAT-P-46		9.93		375		3.2		4.46		0.49		2.00		1726
WASP-025		10.17		412		3.1		3.77		0.60		2.25		1440
WASP-021		9.98		379		3.1		4.32		0.28		1.62		1621
HATS-31		11.57		787		3.1		3.38		0.88		2.09		2170
HATS-09		11.48		753		3.1		1.92		0.82		2.69		2161
HAT-P-34		9.25		267		3.1		5.45		3.33		4.05		1759
WASP-126		9.60		304		3.0		3.29		0.28		2.02		1769
WASP-091		9.71		323		3.0		2.80		1.34		3.44		1360
HATS-30		10.79		515		2.9		3.17		0.71		2.54		1682
WASP-113		10.31		396		2.8		4.54		0.47		1.78		1766
WASP-058		10.29		388		2.8		5.02		0.89		2.46		1519
WASP-055		10.40		418		2.8		4.47		0.63		2.17		1547
WASP-039		10.20		379		2.8		4.05		0.28		1.45		1387
Qatar-6		9.23		237		2.8		3.51		0.67		2.69		1197
K2-107		11.21		610		2.8		3.31		0.84		2.31		2106
HATS-42		12.25		956		2.8		2.29		1.88		3.17		2201
HAT-P-35		11.03		542		2.8		3.65		1.05		2.69		1902
HAT-P-09		11.02		557		2.8		3.92		0.78		2.32		1832
HAT-P-03		9.45		264		2.8		2.90		0.59		2.88		1393
Qatar-3		11.22		583		2.7		2.51		4.31		4.49		1998
HAT-P-27		10.11		343		2.7		3.04		0.66		2.72		1439
OGLE-TR-L9		13.12		1366		2.6		2.49		4.40		3.71		2420
Kepler-412		12.84		1190		2.6		1.72		0.94		2.58		2175
WASP-138		10.49		387		2.5		3.63		1.22		3.24		1896
WASP-124		11.31		561		2.5		3.37		0.60		2.27		1654
Qatar-5		10.96		470		2.5		2.88		4.32		4.47		1682
HATS-39		11.52		593		2.4		4.58		0.63		1.85		1958
HATS-12		11.39		559		2.4		3.14		2.39		3.43		2495
HAT-P-28		11.10		495		2.4		3.26		0.63		2.36		1642
WASP-141		11.19		483		2.3		3.31		2.69		3.82		1875
WASP-098		11.28		499		2.3		2.96		0.92		2.86		1393
WASP-080		8.35		129		2.3		3.07		0.56		2.66		981
WASP-060		10.59		367		2.3		4.30		0.56		2.22		1760
WASP-037		11.09		475		2.3		3.58		1.80		3.50		1615
WASP-023		10.45		344		2.3		2.94		0.92		2.99		1344
HATS-21		10.53		361		2.3		3.55		0.33		1.88		1526
WASP-159		11.02		434		2.2		3.84		0.55		1.97		2155
WASP-110		10.70		376		2.2		3.78		0.51		2.11		1360
WASP-096		10.91		404		2.2		3.43		0.48		2.11		1518
WASP-061		11.01		431		2.2		3.86		2.06		3.54		1851
WASP-057		11.24		474		2.2		2.84		0.64		2.67		1593
Kepler-041		12.89		1044		2.2		1.86		0.56		2.12		2127
HATS-19		11.51		545		2.2		4.57		0.43		1.35		1843
HATS-16		12.28		771		2.2		2.69		3.27		3.87		1892
HATS-11		12.24		746		2.2		3.62		0.83		2.23		1944
HAT-P-48		10.26		305		2.2		4.41		0.17		1.18		1618
HAT-P-31		10.08		280		2.2		5.00		2.17		3.85		1729
CoRoT-18		13.01		1101		2.2		1.90		3.27		3.95		1773
WASP-047b		10.19		286		2.1		4.16		1.14		3.11		1508
WASP-044		11.34		472		2.1		2.42		0.87		3.07		1552
Kepler-012		12.07		667		2.1		4.44		0.43		1.30		1767
KELT-06		9.08		167		2.1		7.85		0.43		2.01		1561
HATS-40		12.15		685		2.1		3.26		1.59		2.76		2491
HATS-15		12.72		905		2.1		1.75		2.17		3.79		1776
HAT-P-37		11.67		557		2.1		2.80		1.17		3.04		1517
WASP-112		11.90		600		2.0		3.04		0.88		2.73		1648
WASP-045		10.29		276		2.0		3.13		1.00		3.23		1392
OGLE-TR-113		13.00		998		2.0		1.43		1.23		3.25		1597
HATS-27		11.55		496		2.0		4.64		0.53		1.76		1970
HAT-P-42		10.63		323		2.0		4.64		1.04		2.76		1699
HAT-P-21		10.11		256		2.0		4.12		4.06		4.56		1516
WASP-158		10.88		347		1.9		3.66		2.79		4.10		1888
WASP-011		9.42		176		1.9		3.72		0.49		2.52		1180
WASP-010		9.98		230		1.9		3.09		3.14		4.28		1150
Kepler-007		11.54		466		1.9		4.88		0.45		1.42		1927
K2-141b		8.40		109		1.9		0.28		0.02		3.08		2572
HAT-P-43		11.76		522		1.9		3.33		0.66		2.30		1615
XO-5		10.35		261		1.8		4.19		1.19		3.12		1442
WASP-053		10.39		263		1.8		3.31		2.13		3.82		1252
HAT-P-25		10.81		325		1.8		3.65		0.57		2.39		1401
WASP-144		10.90		320		1.7		2.28		0.44		2.71		1437
WASP-030		10.20		229		1.7		4.16		62.50		7.45		1778
Kepler-008		12.29		612		1.7		3.52		0.59		2.04		1978
Kepler-006		11.63		436		1.7		3.23		0.63		2.44		1726
Kepler-005		11.77		457		1.7		3.55		2.03		3.54		2013
HATS-41		11.50		423		1.7		4.19		9.70		4.91		1995
HATS-29		10.88		313		1.7		4.61		0.65		2.34		1439
HATS-13		11.98		513		1.7		3.04		0.54		2.22		1481
HATS-04		11.61		445		1.7		2.52		1.32		3.45		1566
HAT-P-55		11.63		435		1.7		3.58		0.58		2.33		1561
WASP-157		10.76		270		1.6		3.95		0.57		2.53		1551
WASP-067		10.13		212		1.6		4.61		0.41		2.13		1243
K2-030		11.09		325		1.6		4.10		0.62		2.38		1391
HATS-53		12.05		491		1.6		3.85		0.59		2.11		1558
HATS-25		11.42		375		1.6		4.30		0.61		2.26		1518
EPIC_246067459		12.03		488		1.6		3.21		0.86		2.53		1898
WASP-151		11.19		315		1.5		4.53		0.36		1.85		1560
WASP-056		10.53		234		1.5		4.17		0.57		2.47		1449
Kepler-447		10.81		266		1.5		7.79		1.37		2.52		1247
Kepler-423		12.78		669		1.5		2.68		0.59		2.34		1641
HATS-32		12.70		618		1.5		2.81		0.92		2.68		1707
HATS-28		12.09		477		1.5		3.18		0.67		2.46		1489
WASP-042		10.03		172		1.4		4.98		0.53		2.34		1215
WASP-029		8.78		97		1.4		3.92		0.24		2.31		1176
HATS-45		12.14		464		1.4		4.19		0.70		2.35		1807
HAT-P-52		11.62		358		1.4		2.75		0.82		2.99		1447
HAT-P-51		11.61		352		1.4		4.22		0.31		1.52		1416
HAT-P-29		10.30		199		1.4		5.72		0.78		2.76		1495
HAT-P-19		10.55		217		1.4		4.01		0.29		1.73		1200
CoRoT-19		11.84		393		1.4		3.90		1.09		2.95		1938
WASP-008		8.09		68		1.3		8.16		2.25		3.95		1103
HATS-14		12.04		401		1.3		2.77		1.07		3.20		1516
HATS-10		11.51		321		1.3		3.31		0.53		2.63		1673
HAT-P-44		11.28		284		1.3		4.30		0.35		1.73		1314
HAT-P-12		10.11		172		1.3		3.21		0.20		1.77		1136
CoRoT-14		13.81		907		1.3		1.51		7.67		5.21		2303
WASP-089		11.00		237		1.2		3.36		5.90		4.91		1290
Kepler-043		12.55		461		1.2		3.02		3.09		4.12		1906
HATS-44		12.17		393		1.2		2.74		0.56		2.50		1403
CoRoT-12		13.56		746		1.2		2.83		0.89		2.49		1677
WASP-083		10.39		160		1.1		4.97		0.30		1.93		1326
K2-096b		7.07		35		1.1		0.96		0.02		2.83		2077
CoRoT-23		12.36		396		1.1		3.63		3.06		4.00		2035
CoRoT-03		11.62		277		1.1		4.26		21.96		6.23		1963
WASP-117		8.78		67		1.0		10.02		0.28		1.88		1218
K2-232		8.43		60		1.0		11.17		0.41		2.16		1189
K2-140		11.00		190		1.0		6.57		1.02		3.05		1325
HATS-50		12.29		359		1.0		3.82		0.39		2.02		1616
CoRoT-05		12.55		416		1.0		4.04		0.47		2.12		1604
WASP-129		10.41		129		0.9		5.75		1.00		3.36		1281
WASP-086		9.36		83		0.9		5.03		0.82		3.93		1647
OGLE-TR-132		14.99		1086		0.9		1.69		1.17		2.95		2368
Kepler-435		12.29		313		0.9		8.60		0.84		1.66		2032
Kepler-091		10.14		117		0.9		6.25		0.73		2.25		2411
Kepler-044		12.88		395		0.9		3.25		1.00		3.04		1830
Kepler-015		12.22		290		0.9		4.94		0.70		2.34		1487
Kepler-014		10.99		175		0.9		6.79		7.68		5.01		1909
HATS-43		11.56		215		0.9		4.39		0.26		1.54		1185
HATS-36		12.81		395		0.9		4.17		3.22		3.96		1627
EPIC_219388192		10.73		156		0.9		5.29		36.84		6.95		1384
OGLE-TR-211		13.38		478		0.8		3.68		0.75		2.46		2005
Kepler-433		12.83		349		0.8		5.33		2.82		3.50		2097
Kepler-426		13.21		441		0.8		3.22		0.34		1.96		1548
HD_219134b		3.26		4		0.8		3.09		0.01		2.90		1207
HAT-P-38		10.50		116		0.8		4.64		0.27		2.27		1284
CoRoT-21		13.81		592		0.8		2.73		2.26		3.55		2431
WASP-106		10.16		90		0.7		9.29		1.93		3.70		1341
NGTS-1		11.94		213		0.7		2.65		0.81		2.43		941
Kepler-077		12.36		261		0.7		3.58		0.43		2.45		1485
K2-060		10.99		134		0.7		3.00		0.43		3.12		1573
HD_017156		6.76		18		0.7		21.22		3.26		4.27		1051
HATS-05		10.70		122		0.7		4.76		0.24		1.95		1219
HAT-P-54		10.33		93		0.7		3.80		0.76		3.05		975
CoRoT-28		11.03		133		0.7		5.21		0.48		2.58		1622
CoRoT-17		12.47		279		0.7		3.77		2.46		4.10		1910
CoRoT-15		13.39		413		0.7		3.06		64.90		7.30		1984
CoRoT-13		13.38		426		0.7		4.04		1.31		3.03		1704
WTS-1		15.27		798		0.6		3.35		4.01		3.80		1773
Kepler-448		10.23		75		0.6		17.86		1.10		2.58		1285
Kepler-424		12.47		226		0.6		3.31		1.03		3.47		1447
K2-039		8.52		34		0.6		4.61		0.12		2.48		2012
HATS-59		12.24		191		0.6		5.42		0.81		2.76		1339
CoRoT-27		12.98		309		0.6		3.58		10.39		5.54		1612
CoRoT-26		13.26		347		0.6		4.21		0.52		2.09		1870
CoRoT-25		12.85		253		0.6		4.86		0.37		2.06		1572
WASP-156		9.34		42		0.5		3.84		0.13		2.50		1153
WASP-107		8.64		35		0.5		5.72		0.12		1.24		876
WASP-084		8.86		39		0.5		8.52		0.69		2.88		953
OGLE-TR-182		14.74		554		0.5		3.98		1.06		2.50		1842
Kepler-428		13.23		265		0.5		3.53		1.27		3.30		1269
Kepler-078		9.59		53		0.5		0.35		0.01		2.55		2678
Kepler-040		13.27		264		0.5		6.87		2.16		3.25		2076
K2-113		11.95		149		0.5		5.82		1.29		3.61		1377
HATS-46		11.97		138		0.5		4.74		0.17		1.66		1256
HATS-22		10.94		87		0.5		4.72		2.74		4.31		1020
HATS-20		11.86		145		0.5		3.80		0.27		2.42		1362
HATS-08		12.66		220		0.5		3.58		0.14		1.50		1571
HAT-P-26		9.58		49		0.5		4.24		0.06		1.52		1165
HAT-P-18		10.23		68		0.5		5.51		0.20		1.69		1000
HAT-P-17		8.54		29		0.5		10.34		0.53		2.56		927
CoRoT-29		13.05		270		0.5		2.85		0.85		3.26		1449
CoRoT-16		12.85		211		0.5		5.35		0.54		2.27		1422
WASP-139		10.47		58		0.4		5.92		0.12		1.51		1092
WASP-105		9.94		43		0.4		7.87		1.80		3.88		1007
Kepler-425		12.81		192		0.4		3.80		0.25		1.87		1276
Kepler-422		12.04		124		0.4		7.89		0.43		2.09		1332
K2-234		7.72		16		0.4		11.81		0.11		2.00		1253
K2-135b		7.19		14		0.4		1.21		0.01		2.63		1332
K2-099		9.72		46		0.4		18.25		0.97		2.67		1517
HATS-07		10.98		79		0.4		3.19		0.12		2.24		1288
HAT-P-15		9.64		46		0.4		10.86		1.95		3.74		1069
HAT-P-11		7.01		12		0.4		4.89		0.08		2.58		996
EPIC_220501947		11.14		79		0.4		4.03		0.34		2.23		994
EPIC_201498078		8.89		32		0.4		11.63		0.18		1.84		1268
WASP-162		10.47		45		0.3		9.62		5.20		4.86		1085
WASP-132		9.67		28		0.3		7.13		0.41		2.60		905
WASP-130		9.46		24		0.3		11.55		1.23		3.65		989
WASP-047c		10.19		40		0.3		0.79		0.02		3.05		2624
Kepler-045		12.89		137		0.3		2.46		0.50		2.52		936
Kepler-021		6.95		7		0.3		2.79		0.02		2.92		2409
Kepler-010b		9.50		29		0.3		0.84		0.01		2.83		2602
Kepler-004		10.80		44		0.3		3.21		0.07		2.62		1928
K2-106b		10.34		44		0.3		0.57		0.02		3.48		2652
HATS-06		11.22		65		0.3		3.33		0.32		2.07		858
GJ_0436		6.07		5		0.3		2.64		0.08		2.69		753
CoRoT-33		12.71		148		0.3		5.82		59.00		7.10		1207
CoRoT-20		12.51		98		0.3		9.24		4.30		4.37		1301
CoRoT-07		9.81		34		0.3		0.85		0.02		3.11		2093
CoRoT-06		12.12		113		0.3		8.89		2.96		3.96		1220
CoRoT-04		12.29		104		0.3		9.20		0.73		2.60		1259
OGLE-TR-111		14.14		179		0.2		4.01		0.55		2.59		1213
Kepler-503		13.04		92		0.2		7.26		78.60		7.66		1540
Kepler-427		12.78		103		0.2		10.29		0.29		1.56		1281
Kepler-101b		12.01		73		0.2		3.49		0.16		2.71		1864
Kepler-074		12.96		94		0.2		7.34		0.63		2.83		1303
K2-108		10.56		39		0.2		4.73		0.19		3.04		1735
K2-055		10.47		30		0.2		2.85		0.14		3.09		1119
CoRoT-08		11.46		41		0.2		6.21		0.22		2.36		1097
WASP-059		9.72		11		0.1		7.92		0.86		3.57		791
POTS-1		14.24		122		0.1		3.16		2.31		4.17		1001
Kepler-434		13.04		53		0.1		12.88		2.86		4.02		1190
Kepler-093b		8.37		3		0.1		4.73		0.01		2.89		1348
Kepler-089d		10.93		16		0.1		22.34		0.33		2.10		1065
Kepler-089c		10.93		10		0.1		10.42		0.05		2.10		1373
Kepler-088b		11.45		17		0.1		10.95		0.03		1.79		1242
Kepler-075		13.12		43		0.1		8.88		10.10		5.43		984
Kepler-068b		8.59		7		0.1		5.40		0.02		2.41		1491
Kepler-056c		10.23		11		0.1		21.40		0.57		2.92		1404
Kepler-056b		10.23		14		0.1		10.50		0.07		1.62		1780
Kepler-025c		9.49		11		0.1		12.72		0.08		2.18		1241
Kepler-025b		9.49		10		0.1		6.24		0.03		2.54		1578
Kepler-018c		11.76		18		0.1		7.64		0.05		1.72		1185
K2-216		9.86		10		0.1		2.17		0.02		3.10		1309
K2-111		9.38		4		0.1		5.35		0.03		3.14		1462
K2-098		10.87		10		0.1		10.14		0.10		2.85		1309
K2-066		10.60		9		0.1		5.07		0.07		3.52		1784
K2-032b		9.82		8		0.1		8.99		0.05		1.81		981
K2-027b		10.70		12		0.1		6.77		0.10		2.71		1094
K2-019b		11.16		25		0.1		7.92		0.09		1.62		1046
HD_219134c		3.26		0		0.1		6.76		0.01		2.93		930
HD_106315c		7.85		2		0.1		21.06		0.05		2.07		1039
HD_106315b		7.85		4		0.1		9.55		0.04		3.04		1352
HD_097658		5.73		1		0.1		9.49		0.02		2.69		902
HATS-17		10.70		11		0.1		16.25		1.34		4.01		968
GJ_3470		7.99		4		0.1		3.34		0.04		2.19		769
GJ_1214		8.78		6		0.1		1.58		0.02		2.02		679
EPIC_211945201		8.84		6		0.1		19.49		0.09		1.94		1055
CoRoT-32		12.19		32		0.1		6.72		0.15		2.44		1142
WASP-047d		10.19		6		0.0		9.03		0.04		2.28		1162
TRAPPIST-1h		10.30		0		0.0		18.77		0.00		1.65		202
TRAPPIST-1g		10.30		0		0.0		12.36		0.00		2.14		232
TRAPPIST-1f		10.30		0		0.0		9.21		0.00		2.11		256
TRAPPIST-1e		10.30		0		0.0		6.10		0.00		2.20		293
TRAPPIST-1d		10.30		0		0.0		4.05		0.00		1.52		336
TRAPPIST-1c		10.30		0		0.0		2.42		0.00		2.24		399
TRAPPIST-1b		10.30		0		0.0		1.51		0.00		2.07		467
LHS_6343		8.70		0		0.0		12.71		62.10		7.83		426
LHS_1140		8.82		0		0.0		24.74		0.02		3.45		262
KOI-415		12.66		0		0.0		166.79		62.14		7.81		484
KOI-205		12.66		14		0.0		11.72		40.80		7.32		909
Kepler-1655		9.79		1		0.0		11.87		0.02		2.32		1115
Kepler-1647		12.01		0		0.0		1107.59		1.52		3.51		289
Kepler-693		14.18		6		0.0		15.38		0.90		3.29		764
Kepler-539		10.91		0		0.0		125.63		0.97		3.76		461
Kepler-454		9.97		2		0.0		10.57		0.02		2.48		1090
Kepler-432		10.12		4		0.0		50.50		5.41		4.63		1057
Kepler-420		12.73		0		0.0		86.65		1.45		3.71		544
